ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
2000004748,Marketing Analytics,David Williams,1991,Davis-Lee,http://images.amazon.com/images/P/2000004748.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004748.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004748.01.LZZZZZZZ.jpg
2000004749,Introduction to Multimedia,Crystal Kerr,2001,Mcdonald Group,http://images.amazon.com/images/P/2000004749.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004749.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004749.01.LZZZZZZZ.jpg
2000004750,Statistics in Data Science,Nathaniel Moon,1994,Greer Ltd,http://images.amazon.com/images/P/2000004750.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004750.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004750.01.LZZZZZZZ.jpg
2000004751,Digital Media Processing,Janet Collins,2016,Nguyen PLC,http://images.amazon.com/images/P/2000004751.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004751.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004751.01.LZZZZZZZ.jpg
2000004752,Organizational Behavior,Craig Levy,1990,Skinner-Sanchez,http://images.amazon.com/images/P/2000004752.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004752.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004752.01.LZZZZZZZ.jpg
2000004753,Marketing Analytics,Pamela Wells,2011,"Collier, Gibson and Beasley",http://images.amazon.com/images/P/2000004753.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004753.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004753.01.LZZZZZZZ.jpg
2000004754,Game Theory for Business,Francisco Hoffman,1990,"Brewer, Bailey and Mosley",http://images.amazon.com/images/P/2000004754.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004754.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004754.01.LZZZZZZZ.jpg
2000004755,Project Management Essentials,Christopher Poole,1993,"Butler, Miller and Johnson",http://images.amazon.com/images/P/2000004755.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004755.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004755.01.LZZZZZZZ.jpg
2000004756,Leadership Strategies,Shannon Sheppard,2006,Wood-Lewis,http://images.amazon.com/images/P/2000004756.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004756.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004756.01.LZZZZZZZ.jpg
2000004757,Linear Algebra for ML,Tom Johnson,1992,Murphy Group,http://images.amazon.com/images/P/2000004757.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004757.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004757.01.LZZZZZZZ.jpg
2000004758,Neural Networks in Practice,Mitchell Rollins,2013,"Mills, Harris and Clarke",http://images.amazon.com/images/P/2000004758.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004758.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004758.01.LZZZZZZZ.jpg
2000004759,Digital Marketing Guide,Jonathan Padilla,2008,Gonzalez-Snyder,http://images.amazon.com/images/P/2000004759.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004759.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004759.01.LZZZZZZZ.jpg
2000004760,Digital Marketing Guide,Samantha Richardson,1991,Lucero-Stephenson,http://images.amazon.com/images/P/2000004760.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004760.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004760.01.LZZZZZZZ.jpg
2000004761,Linear Algebra for ML,Adam Atkinson,1994,Long-Diaz,http://images.amazon.com/images/P/2000004761.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004761.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004761.01.LZZZZZZZ.jpg
2000004762,Internet of Things Security,Seth Hart,2003,Reed-Krueger,http://images.amazon.com/images/P/2000004762.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004762.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004762.01.LZZZZZZZ.jpg
2000004763,Econometrics in Practice,Jacob Garcia,2015,Livingston-Haynes,http://images.amazon.com/images/P/2000004763.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004763.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004763.01.LZZZZZZZ.jpg
2000004764,Design Patterns Demystified,Edward Reynolds,2000,"Meyer, Hodges and Hudson",http://images.amazon.com/images/P/2000004764.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004764.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004764.01.LZZZZZZZ.jpg
2000004765,Design Patterns Demystified,Justin Willis,2001,Wood-Henderson,http://images.amazon.com/images/P/2000004765.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004765.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004765.01.LZZZZZZZ.jpg
2000004766,Cybersecurity Principles,Caitlyn Morales DVM,2010,"Williams, Lee and Berg",http://images.amazon.com/images/P/2000004766.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004766.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004766.01.LZZZZZZZ.jpg
2000004767,DevOps in Action,Scott Zavala,2006,Woods-Wang,http://images.amazon.com/images/P/2000004767.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004767.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004767.01.LZZZZZZZ.jpg
2000004768,Interactive Media,Alan Page,2023,"Calderon, Elliott and Mora",http://images.amazon.com/images/P/2000004768.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004768.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004768.01.LZZZZZZZ.jpg
2000004769,Microeconomics Simplified,Rebecca Ortiz,2003,Torres Group,http://images.amazon.com/images/P/2000004769.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004769.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004769.01.LZZZZZZZ.jpg
2000004770,Organizational Behavior,Nicole Lawrence,2007,Church PLC,http://images.amazon.com/images/P/2000004770.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004770.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004770.01.LZZZZZZZ.jpg
2000004771,Digital Marketing Guide,Amy Hunt,2022,Walsh PLC,http://images.amazon.com/images/P/2000004771.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004771.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004771.01.LZZZZZZZ.jpg
2000004772,Microeconomics Simplified,William Cox,2024,"Porter, Stone and Boyd",http://images.amazon.com/images/P/2000004772.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004772.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004772.01.LZZZZZZZ.jpg
2000004773,Procedural Modeling,David Perkins,2010,"Solis, Schmitt and Brewer",http://images.amazon.com/images/P/2000004773.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004773.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004773.01.LZZZZZZZ.jpg
2000004774,Cybersecurity Principles,Linda Davis,2023,Baker-Haynes,http://images.amazon.com/images/P/2000004774.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004774.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004774.01.LZZZZZZZ.jpg
2000004775,Game Asset Creation,Daniel Rivera,2004,Lopez Inc,http://images.amazon.com/images/P/2000004775.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004775.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004775.01.LZZZZZZZ.jpg
2000004776,Advanced Networking Techniques,Beverly Lyons,2004,Smith-Morris,http://images.amazon.com/images/P/2000004776.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004776.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004776.01.LZZZZZZZ.jpg
2000004777,Digital Media Processing,Erica Richardson,2020,"Barnett, King and Russell",http://images.amazon.com/images/P/2000004777.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004777.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004777.01.LZZZZZZZ.jpg
2000004778,Game Asset Creation,Jason Case,2019,Castro and Sons,http://images.amazon.com/images/P/2000004778.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004778.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004778.01.LZZZZZZZ.jpg
2000004779,Cybersecurity Principles,Alicia Crawford,2016,Lopez PLC,http://images.amazon.com/images/P/2000004779.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004779.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004779.01.LZZZZZZZ.jpg
2000004780,Blender Mastery,Ashley Howell,2006,Lam LLC,http://images.amazon.com/images/P/2000004780.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004780.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004780.01.LZZZZZZZ.jpg
2000004781,Introduction to Multimedia,Michael Carr,2008,Mckee-Maddox,http://images.amazon.com/images/P/2000004781.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004781.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004781.01.LZZZZZZZ.jpg
2000004782,Digital Marketing Guide,Scott Zimmerman,2011,Roberts LLC,http://images.amazon.com/images/P/2000004782.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004782.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004782.01.LZZZZZZZ.jpg
2000004783,Blender Mastery,Tasha Wright,2010,Griffin-Bradley,http://images.amazon.com/images/P/2000004783.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004783.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004783.01.LZZZZZZZ.jpg
2000004784,Microeconomics Simplified,Andrew Lam,2010,"Phillips, Johnson and Allison",http://images.amazon.com/images/P/2000004784.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004784.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004784.01.LZZZZZZZ.jpg
2000004785,DevOps in Action,Brittany Rogers,1997,"Hamilton, Jackson and Moss",http://images.amazon.com/images/P/2000004785.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004785.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004785.01.LZZZZZZZ.jpg
2000004786,Procedural Modeling,April Mathews,1999,Williams-Keith,http://images.amazon.com/images/P/2000004786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004786.01.LZZZZZZZ.jpg
2000004787,3D Design Fundamentals,Katherine Moore,2013,Martinez-Maldonado,http://images.amazon.com/images/P/2000004787.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004787.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004787.01.LZZZZZZZ.jpg
2000004788,Organizational Behavior,Tamara Burke,1991,Hunt Inc,http://images.amazon.com/images/P/2000004788.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004788.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004788.01.LZZZZZZZ.jpg
2000004789,Discrete Mathematics Essentials,Dave Hill,2008,Henderson-Harding,http://images.amazon.com/images/P/2000004789.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004789.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004789.01.LZZZZZZZ.jpg
2000004790,Deep Learning Foundations,Andrea Robinson,2002,Pope-Hicks,http://images.amazon.com/images/P/2000004790.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004790.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004790.01.LZZZZZZZ.jpg
2000004791,Digital Media Processing,Jacob Cummings,2017,Smith-Davis,http://images.amazon.com/images/P/2000004791.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004791.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004791.01.LZZZZZZZ.jpg
2000004792,DevOps in Action,Derek Gomez,2009,"Campbell, Sanchez and Butler",http://images.amazon.com/images/P/2000004792.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004792.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004792.01.LZZZZZZZ.jpg
2000004793,Blender Mastery,Anthony Smith,2009,"Harvey, Haney and Walton",http://images.amazon.com/images/P/2000004793.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004793.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004793.01.LZZZZZZZ.jpg
2000004794,Marketing Analytics,Carrie Thomas,2023,Espinoza Inc,http://images.amazon.com/images/P/2000004794.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004794.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004794.01.LZZZZZZZ.jpg
2000004795,Statistics in Data Science,Shelia Cooper,2006,"Williams, Brown and Garrison",http://images.amazon.com/images/P/2000004795.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004795.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004795.01.LZZZZZZZ.jpg
2000004796,DevOps in Action,Christina Hernandez,2000,Perez Ltd,http://images.amazon.com/images/P/2000004796.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004796.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004796.01.LZZZZZZZ.jpg
2000004797,Leadership Strategies,Philip Gonzalez,1997,Barnes Group,http://images.amazon.com/images/P/2000004797.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004797.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004797.01.LZZZZZZZ.jpg
2000004798,Introduction to Multimedia,Benjamin Chavez,1995,"Shaw, Moore and Raymond",http://images.amazon.com/images/P/2000004798.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004798.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004798.01.LZZZZZZZ.jpg
2000004799,Game Asset Creation,Chris Mejia,2000,Moore PLC,http://images.amazon.com/images/P/2000004799.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004799.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004799.01.LZZZZZZZ.jpg
2000004800,Game Asset Creation,Dustin Kirk,2002,Donovan PLC,http://images.amazon.com/images/P/2000004800.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004800.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004800.01.LZZZZZZZ.jpg
2000004801,Agile Methodologies,Barbara Bennett,1997,Robinson LLC,http://images.amazon.com/images/P/2000004801.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004801.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004801.01.LZZZZZZZ.jpg
2000004802,Marketing Analytics,Kaitlyn Smith,2011,Schneider Ltd,http://images.amazon.com/images/P/2000004802.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004802.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004802.01.LZZZZZZZ.jpg
2000004803,Deep Learning Foundations,Tanya Gonzalez,2009,Ferguson-West,http://images.amazon.com/images/P/2000004803.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004803.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004803.01.LZZZZZZZ.jpg
2000004804,Digital Media Processing,Anna Washington,2013,Bentley LLC,http://images.amazon.com/images/P/2000004804.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004804.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004804.01.LZZZZZZZ.jpg
2000004805,Brand Management,Teresa Robinson,2019,Clark-Garcia,http://images.amazon.com/images/P/2000004805.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004805.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004805.01.LZZZZZZZ.jpg
2000004806,Statistics in Data Science,Jesse Swanson,2004,"Ward, Strickland and Smith",http://images.amazon.com/images/P/2000004806.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004806.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004806.01.LZZZZZZZ.jpg
2000004807,Econometrics in Practice,Christopher Yoder,2017,White Group,http://images.amazon.com/images/P/2000004807.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004807.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004807.01.LZZZZZZZ.jpg
2000004808,Digital Marketing Guide,Krystal Perry,1998,"Kennedy, Davis and Stone",http://images.amazon.com/images/P/2000004808.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004808.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004808.01.LZZZZZZZ.jpg
2000004809,Operations Management,Maria Fuller,1995,Hunt Ltd,http://images.amazon.com/images/P/2000004809.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004809.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004809.01.LZZZZZZZ.jpg
2000004810,Cybersecurity Principles,Gregory Knight,2003,Bean LLC,http://images.amazon.com/images/P/2000004810.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004810.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004810.01.LZZZZZZZ.jpg
2000004811,Audio-Visual Systems,James Anderson,2019,Griffin and Sons,http://images.amazon.com/images/P/2000004811.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004811.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004811.01.LZZZZZZZ.jpg
2000004812,Leadership Strategies,David Shelton,2008,"Skinner, Harris and Garza",http://images.amazon.com/images/P/2000004812.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004812.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004812.01.LZZZZZZZ.jpg
2000004813,Reinforcement Learning Explained,Erin Frank,1992,Murillo-Hampton,http://images.amazon.com/images/P/2000004813.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004813.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004813.01.LZZZZZZZ.jpg
2000004814,Neural Networks in Practice,Brittany Turner,1993,Anderson Ltd,http://images.amazon.com/images/P/2000004814.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004814.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004814.01.LZZZZZZZ.jpg
2000004815,Agile Methodologies,Megan Vasquez,2004,"Smith, Morales and Jenkins",http://images.amazon.com/images/P/2000004815.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004815.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004815.01.LZZZZZZZ.jpg
2000004816,Leadership Strategies,Erik Pugh,1997,Simon-Luna,http://images.amazon.com/images/P/2000004816.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004816.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004816.01.LZZZZZZZ.jpg
2000004817,Organizational Behavior,Scott Macdonald,2010,Parker-Ellis,http://images.amazon.com/images/P/2000004817.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004817.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004817.01.LZZZZZZZ.jpg
2000004818,Neural Networks in Practice,Margaret Lara,1999,Morse Ltd,http://images.amazon.com/images/P/2000004818.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004818.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004818.01.LZZZZZZZ.jpg
2000004819,Calculus with Applications,Kimberly Williams,2019,Smith-Frazier,http://images.amazon.com/images/P/2000004819.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004819.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004819.01.LZZZZZZZ.jpg
2000004820,Discrete Mathematics Essentials,Carol Chavez,2021,Peterson-Evans,http://images.amazon.com/images/P/2000004820.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004820.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004820.01.LZZZZZZZ.jpg
2000004821,Project Management Essentials,Maurice Collins,2023,"Taylor, Marshall and Young",http://images.amazon.com/images/P/2000004821.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004821.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004821.01.LZZZZZZZ.jpg
2000004822,Marketing Analytics,Jose Jones,2021,"Rodgers, Brown and Huff",http://images.amazon.com/images/P/2000004822.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004822.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004822.01.LZZZZZZZ.jpg
2000004823,Operations Management,Carl King,1994,Brown Ltd,http://images.amazon.com/images/P/2000004823.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004823.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004823.01.LZZZZZZZ.jpg
2000004824,Neural Networks in Practice,Samuel Adkins,2020,Villarreal Inc,http://images.amazon.com/images/P/2000004824.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004824.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004824.01.LZZZZZZZ.jpg
2000004825,Interactive Media,John Leonard,2015,"Harvey, Mays and Johnson",http://images.amazon.com/images/P/2000004825.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004825.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004825.01.LZZZZZZZ.jpg
2000004826,3D Design Fundamentals,Janet Evans,1990,Evans-Flores,http://images.amazon.com/images/P/2000004826.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004826.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004826.01.LZZZZZZZ.jpg
2000004827,Game Asset Creation,Kendra Johnson,2020,Simmons-Baker,http://images.amazon.com/images/P/2000004827.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004827.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004827.01.LZZZZZZZ.jpg
2000004828,Statistics in Data Science,Roger Parker,1997,Morgan PLC,http://images.amazon.com/images/P/2000004828.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004828.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004828.01.LZZZZZZZ.jpg
2000004829,Network Protocols Deep Dive,Daniel Yates,2012,"Mckee, Nichols and Stewart",http://images.amazon.com/images/P/2000004829.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004829.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004829.01.LZZZZZZZ.jpg
2000004830,Discrete Mathematics Essentials,Jack Harrison,1998,"Wood, Boyd and Williams",http://images.amazon.com/images/P/2000004830.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004830.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004830.01.LZZZZZZZ.jpg
2000004831,Design Patterns Demystified,Michael Mitchell,2001,Adams PLC,http://images.amazon.com/images/P/2000004831.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004831.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004831.01.LZZZZZZZ.jpg
2000004832,Cybersecurity Principles,Clifford Page,2009,Dixon-Simmons,http://images.amazon.com/images/P/2000004832.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004832.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004832.01.LZZZZZZZ.jpg
2000004833,Introduction to Multimedia,Timothy Greene,2013,Howell and Sons,http://images.amazon.com/images/P/2000004833.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004833.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004833.01.LZZZZZZZ.jpg
2000004834,Advanced Networking Techniques,Cynthia Watts,2002,"Stephenson, Kemp and Rivers",http://images.amazon.com/images/P/2000004834.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004834.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004834.01.LZZZZZZZ.jpg
2000004835,3D Design Fundamentals,Linda Perez,2002,"Rose, Butler and Hanson",http://images.amazon.com/images/P/2000004835.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004835.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004835.01.LZZZZZZZ.jpg
2000004836,Organizational Behavior,Amanda Wright,2020,"Barnett, Scott and Jennings",http://images.amazon.com/images/P/2000004836.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004836.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004836.01.LZZZZZZZ.jpg
2000004837,Discrete Mathematics Essentials,Todd Mclaughlin,2006,Carson-Munoz,http://images.amazon.com/images/P/2000004837.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004837.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004837.01.LZZZZZZZ.jpg
2000004838,Organizational Behavior,Mrs. Carla Peterson,2009,King-Jones,http://images.amazon.com/images/P/2000004838.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004838.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004838.01.LZZZZZZZ.jpg
2000004839,Game Theory for Business,Kenneth Wright MD,1998,Garcia-Morgan,http://images.amazon.com/images/P/2000004839.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004839.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004839.01.LZZZZZZZ.jpg
2000004840,Consumer Behavior,Patrick Guerrero,1995,Sullivan Ltd,http://images.amazon.com/images/P/2000004840.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004840.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004840.01.LZZZZZZZ.jpg
2000004841,Discrete Mathematics Essentials,Michael Henderson,2021,"Hall, Ruiz and Wilson",http://images.amazon.com/images/P/2000004841.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004841.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004841.01.LZZZZZZZ.jpg
2000004842,Calculus with Applications,John Patterson,2005,Harper-Ross,http://images.amazon.com/images/P/2000004842.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004842.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004842.01.LZZZZZZZ.jpg
2000004843,Digital Marketing Guide,Todd Yu,2005,Hull PLC,http://images.amazon.com/images/P/2000004843.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004843.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004843.01.LZZZZZZZ.jpg
2000004844,Digital Marketing Guide,Robert Johns,1996,Estrada PLC,http://images.amazon.com/images/P/2000004844.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004844.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004844.01.LZZZZZZZ.jpg
2000004845,Introduction to Multimedia,Carolyn Leblanc,2024,Baker-Robertson,http://images.amazon.com/images/P/2000004845.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004845.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004845.01.LZZZZZZZ.jpg
2000004846,Consumer Behavior,Keith Herrera,2014,Clark-Martinez,http://images.amazon.com/images/P/2000004846.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000004846.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000004846.01.LZZZZZZZ.jpg
